example_id                                                           | status | run_time        |
./spec/policies/book_policy_spec.rb[3:4:1]                           | passed | 0.18359 seconds |
./spec/policies/book_policy_spec.rb[3:4:2]                           | passed | 0.36424 seconds |
./spec/policies/book_policy_spec.rb[3:4:3]                           | passed | 0.3639 seconds  |
./spec/policies/book_policy_spec.rb[3:4:4]                           | passed | 0.18333 seconds |
./spec/policies/book_policy_spec.rb[3:5:1]                           | passed | 0.36848 seconds |
./spec/policies/book_policy_spec.rb[3:5:2]                           | passed | 0.18652 seconds |
./spec/policies/book_policy_spec.rb[3:5:3]                           | passed | 0.37441 seconds |
./spec/policies/book_policy_spec.rb[3:5:4]                           | passed | 0.18404 seconds |
./spec/policies/book_policy_spec.rb[3:6:1]                           | passed | 0.3643 seconds  |
./spec/policies/book_policy_spec.rb[3:6:2]                           | passed | 0.18374 seconds |
./spec/policies/book_policy_spec.rb[3:6:3]                           | passed | 0.36527 seconds |
./spec/policies/book_policy_spec.rb[3:6:4]                           | passed | 0.18645 seconds |
./spec/policies/book_policy_spec.rb[3:7:1]                           | passed | 0.36776 seconds |
./spec/policies/book_policy_spec.rb[3:7:2]                           | passed | 0.36967 seconds |
./spec/policies/book_policy_spec.rb[3:7:3]                           | passed | 0.18467 seconds |
./spec/policies/book_policy_spec.rb[3:8:1]                           | passed | 0.55593 seconds |
./spec/policies/book_policy_spec.rb[3:8:2]                           | passed | 0.55164 seconds |
./spec/policies/book_policy_spec.rb[4:1:1]                           | passed | 0.18451 seconds |
./spec/policies/book_policy_spec.rb[4:1:2]                           | passed | 0.18499 seconds |
./spec/policies/book_policy_spec.rb[4:1:3]                           | passed | 0.0022 seconds  |
./spec/policies/book_policy_spec.rb[4:2:1]                           | passed | 0.18509 seconds |
./spec/policies/book_policy_spec.rb[4:2:2]                           | passed | 0.18546 seconds |
./spec/policies/book_policy_spec.rb[4:2:3]                           | passed | 0.00333 seconds |
./spec/requests/api_integration_spec.rb[1:1:1:1]                     | passed | 0.38055 seconds |
./spec/requests/api_integration_spec.rb[1:1:1:2]                     | passed | 0.37547 seconds |
./spec/requests/api_integration_spec.rb[1:1:2:1]                     | passed | 0.48768 seconds |
./spec/requests/api_integration_spec.rb[1:1:3:1]                     | passed | 0.78946 seconds |
./spec/requests/api_integration_spec.rb[1:1:4:1]                     | passed | 0.66265 seconds |
./spec/requests/api_integration_spec.rb[1:1:4:2]                     | passed | 0.47313 seconds |
./spec/requests/api_integration_spec.rb[1:1:5:1]                     | passed | 0.41913 seconds |
./spec/requests/api_integration_spec.rb[1:1:6:1]                     | passed | 0.19315 seconds |
./spec/requests/api_integration_spec.rb[1:1:7:1]                     | passed | 0.03289 seconds |
./spec/requests/api_integration_spec.rb[1:1:7:2]                     | passed | 0.01928 seconds |
./spec/requests/basic_auth_test.rb[1:1:1]                            | passed | 0.34447 seconds |
./spec/requests/basic_auth_test.rb[1:2:1]                            | failed | 0.44599 seconds |
./spec/requests/basic_auth_test.rb[1:2:2]                            | failed | 0.19038 seconds |
./spec/requests/basic_auth_test.rb[1:3:1]                            | failed | 0.0411 seconds  |
./spec/requests/working_basic_test.rb[1:1:1]                         | passed | 0.34637 seconds |
./spec/requests/working_basic_test.rb[1:2:1]                         | passed | 0.20787 seconds |
